text,gold_label,source
"It builds in intensity, to the point where I just have to break away into my own space for a while.",Magnification,annotated
"There have been times where I believed I had some sort of ability, fantasized about killing people and willingly ‘chose’ insanity (which is insane).  A lot of these insecurities are gone now but my habits have gone too far, and it’s driving me crazy. I don’t see an end to it, and it’s messing with my ordinary thoughts and the way I think them.",Labeling,annotated
"I talked to my dad about and I have a therapist I can talk to, but, I just want to know this NOW. If I can’t make myself at home in my own house, where can I?",Magnification,annotated
He’s very passive aggressive. He’s creepy.,Labeling,annotated
"I feel like it is my fault, my insecurities, my hidden pain, my lack of beauty or sexiness or my weight or any other such things.  I feel lesser of a human being when I have to masturbate.",Personalization,annotated
"I embarrass family on a regular basis. I berate myself for days afterward. Definitely old enough to have learned to control my tongue, but hasnt congealed yet. Thought about hypnosis to control myself but then admonish myself saying that Im smart and can do better.",Personalization,annotated
"For the next few days, everything would remind me of violence and horror images.  Even before that, I was afraid of reverting back to a child-like state, becoming a failure, etc.",Mental filter,annotated
"It just feels like they might not take me seriously or think I’m seeking attention. And I don’t want them to look at me differently like I’m some psycho because I have anxiety. I want to tell them, but I just can’t. I don’t feel like I’m worth their time.",Mind Reading,annotated
I’m concerned that he isn’t being totally honest with new Dr. & isn’t getting the help he needs since he is still being paranoid over his phone and every car he sees parked.,Mind Reading,annotated
"But this year I think somehow things have gone worse… I don’t find any joy in things that used to make me feel happy, I’ve been constantly day-dreaming and distancing myself from reality a lot, my self-esteem is on the ground…",Magnification,annotated
"I hate being touched, Don’t care about others feelings or what they are doing, Will always assume I am being lied to.",Mind Reading,annotated
